chr1	0	20	17.714285714285715	40.0
chr1	20	40	3.7142857142857144	14.0
chr1	40	60	15.0	2.5
chr1	60	80	8.25	13.0
chr1	80	100	6.0	4.2
chr1	100	120	27.0	40.666666666666664
chr1	120	140	11.0	9.142857142857142
chr1	140	160	26.5	8.8
chr1	160	180	25.333333333333332	26.75
chr1	180	200	5.4	28.666666666666668
chr1	200	220	15.4	36.285714285714285
chr1	220	240	19.333333333333332	11.666666666666666
chr1	240	260	22.1	29.4
chr1	260	280	6.2	4.4
chr1	280	300	10.833333333333334	4.5
chr1	300	320	19.833333333333332	13.2
chr1	320	340	9.333333333333334	25.75
chr1	340	360	7.5	5.5
chr1	360	380	5.833333333333333	41.2
chr1	380	400	7.0	30.285714285714285
chr1	400	420	5.142857142857143	10.0
chr1	420	440	20.25	18.714285714285715
chr1	440	460	7.25	28.625
chr1	460	480	5.8	45.0
chr1	480	500	24.555555555555557	12.25
chr1	500	520	39.0	4.333333333333333
chr1	520	540	8.5	89.625
chr1	540	560	31.7	77.5
chr1	560	580	11.0	17.333333333333332
chr1	580	600	19.285714285714285	40.57142857142857
chr1	600	620	4.0	23.75
chr1	620	640	6.0	4.333333333333333
chr1	640	660	43.0	12.0
chr1	660	680	12.6	9.285714285714286
chr1	680	700	18.666666666666668	14.8
chr1	700	720	39.3	26.77777777777778
chr1	720	740	9.833333333333334	16.75
chr1	740	760	28.5	7.333333333333333
chr1	760	780	10.6	7.4
chr1	780	800	20.8	20.666666666666668
chr1	800	820	4.857142857142857	2.5
chr1	820	840	6.5	41.6
chr1	840	860	19.0	6.222222222222222
chr1	860	880	13.625	9.2
chr1	880	900	9.6	7.0
chr1	900	920	18.142857142857142	22.4
chr1	920	940	14.714285714285714	8.0
chr1	940	960	7.0	15.5
chr1	960	980	23.0	17.0
chr1	980	1000	16.0	23.5
chr1	1000	1020	19.4	4.2
chr1	1020	1040	3.3333333333333335	10.0
chr1	1040	1060	2.0	8.6
chr1	1060	1080	42.0	9.666666666666666
chr1	1080	1100	11.333333333333334	35.125
chr1	1100	1120	28.88888888888889	14.5
chr1	1120	1140	7.0	19.5
chr1	1140	1160	3.75	8.0
chr1	1160	1180	24.22222222222222	3.888888888888889
chr1	1180	1200	4.0	10.333333333333334
chr1	1200	1220	67.375	8.6
chr1	1220	1240	3.2	22.0
chr1	1240	1260	11.428571428571429	3.25
chr1	1260	1280	3.6666666666666665	17.857142857142858
chr1	1280	1300	10.75	6.333333333333333
chr1	1300	1320	11.714285714285714	8.25
chr1	1320	1340	21.625	4.5
chr1	1340	1360	20.25	2.6666666666666665
chr1	1360	1380	19.8	5.333333333333333
chr1	1380	1400	3.6	14.166666666666666
chr1	1400	1420	47.0	53.25
chr1	1420	1440	9.0	4.6
