chr1	0	20	2014.5344262295082	3146.095323741007
chr1	20	40	1445.53125	1846.8306451612902
chr1	40	60	3438.134969325153	2954.625
chr1	60	80	2866.5757575757575	3758.1354166666665
chr1	80	100	3259.6346153846152	3068.8867924528304
chr1	100	120	2353.343976777939	1872.3993506493507
chr1	120	140	3506.0	3412.770700636943
chr1	140	160	2080.016806722689	862.4519230769231
chr1	160	180	2386.7369668246447	2012.5675675675675
chr1	180	200	2716.2241379310344	2348.0335195530724
chr1	200	220	2326.1256281407036	2646.694362017804
chr1	220	240	1775.0708955223881	2703.925925925926
chr1	240	260	687.3175675675676	1948.9387096774194
chr1	260	280	2879.777777777778	3858.3035714285716
chr1	280	300	1726.6701030927834	1814.74
chr1	300	320	3392.996453900709	3528.8732394366198
chr1	320	340	3104.1975308641977	4810.294392523365
chr1	340	360	6244.695652173913	6064.2307692307695
chr1	360	380	1401.5333333333333	2115.95785440613
chr1	380	400	3637.570093457944	2947.715953307393
chr1	400	420	3449.9733333333334	2930.488188976378
chr1	420	440	3555.5257731958764	3245.038062283737
chr1	440	460	2686.276923076923	2640.344894026975
chr1	460	480	2289.7153846153847	1970.0312862108922
chr1	480	500	4263.292105263158	3210.6323529411766
chr1	500	520	2815.1989247311826	4478.954545454545
chr1	520	540	3724.9310344827586	1473.7923643670463
chr1	540	560	2637.736511919699	2608.444040036397
chr1	560	580	1632.2222222222222	4015.252252252252
chr1	580	600	3866.907042253521	2700.2769886363635
chr1	600	620	5733.911764705882	4130.189723320158
chr1	620	640	2479.9285714285716	2397.804347826087
chr1	640	660	3109.7754491017963	2584.195652173913
chr1	660	680	2743.6393442622953	3503.274647887324
chr1	680	700	3091.6485507246375	3389.2987012987014
chr1	700	720	3529.615460852329	2266.9608763693273
chr1	720	740	2471.860294117647	2675.8571428571427
chr1	740	760	2994.9854368932038	3101.0860215053763
chr1	760	780	3725.9615384615386	4744.0
chr1	780	800	1873.4552845528456	2038.167741935484
chr1	800	820	3346.1447368421054	3457.4545454545455
chr1	820	840	2958.127659574468	2983.0662650602408
chr1	840	860	3130.3007518796994	2887.9532163742692
chr1	860	880	2292.422818791946	2242.9285714285716
chr1	880	900	2020.9404761904761	1502.2
chr1	900	920	2568.50390625	2997.0129449838187
chr1	920	940	3852.196172248804	2771.898305084746
chr1	940	960	2318.8882352941177	2678.5314285714285
chr1	960	980	2528.831024930748	3105.5442176870747
chr1	980	1000	1516.3990147783252	2863.669191919192
chr1	1000	1020	2656.8313725490198	4785.944444444444
chr1	1020	1040	7062.928571428572	2832.139534883721
chr1	1040	1060	1849.888888888889	1617.3090909090909
chr1	1060	1080	2995.3630952380954	2191.8888888888887
chr1	1080	1100	2221.814332247557	3579.212389380531
chr1	1100	1120	2271.4606741573034	3488.5291479820626
chr1	1120	1140	2508.0759493670885	2440.6798780487807
chr1	1140	1160	3764.051282051282	1616.9734513274336
chr1	1160	1180	1724.5681415929203	2539.012658227848
chr1	1180	1200	1911.8846153846155	1687.5507246376812
chr1	1200	1220	1234.1747368421052	2145.6964285714284
chr1	1220	1240	2351.576923076923	2801.64453125
chr1	1240	1260	1887.6666666666667	2705.7241379310344
chr1	1260	1280	2759.8837209302324	3446.503012048193
chr1	1280	1300	5320.720430107527	2190.0128205128203
chr1	1300	1320	3349.412037037037	1578.139240506329
chr1	1320	1340	1995.054229934924	2832.396226415094
chr1	1340	1360	3597.813664596273	5705.55
chr1	1360	1380	2600.4714285714285	2918.16
