chr1	0	20	2757.288288288288	3004.1344537815125
chr1	20	40	3840.305785123967	3276.6923076923076
chr1	40	60	3819.553418803419	3292.759493670886
chr1	60	80	3709.810810810811	4611.9375
chr1	80	100	4283.379310344828	3570.064039408867
chr1	100	120	2438.5342465753424	2887.2425742574255
chr1	120	140	3507.9248120300754	1832.21325648415
chr1	140	160	2683.7274472168906	2716.0789473684213
chr1	160	180	3186.915057915058	3440.15
chr1	180	200	2623.342105263158	3838.2888513513512
chr1	200	220	2912.335294117647	565.8214285714286
chr1	220	240	3706.3313253012047	2301.421686746988
chr1	240	260	2314.6209677419356	3072.796703296703
chr1	260	280	3217.102857142857	2575.157894736842
chr1	280	300	2110.7321428571427	3153.133333333333
chr1	300	320	6122.114942528736	3769.5865384615386
chr1	320	340	2650.6946308724832	2362.457142857143
chr1	340	360	2495.3991596638657	2434.431914893617
chr1	360	380	3383.095238095238	2409.5449735449733
chr1	380	400	2968.6838709677418	984.1610169491526
chr1	400	420	3993.453125	2358.348484848485
chr1	420	440	2768.91341991342	2350.2035398230087
chr1	440	460	2511.672018348624	1661.3898305084747
chr1	460	480	1782.9801324503312	1987.5410256410257
chr1	480	500	4138.004385964912	2408.6725663716816
chr1	500	520	2547.4714285714285	1708.3384615384616
chr1	520	540	1620.7464114832535	1182.7037037037037
chr1	540	560	3379.095238095238	2355.5102040816328
chr1	560	580	2746.787330316742	3199.3759493670887
chr1	580	600	2590.4473684210525	2917.0444444444443
chr1	600	620	3849.0882352941176	3557.043209876543
chr1	620	640	3005.5882352941176	2394.358662613982
chr1	640	660	3500.5189003436426	2992.0508474576272
chr1	660	680	2814.9922480620153	4311.743243243243
chr1	680	700	3318.9137931034484	3936.728448275862
chr1	700	720	1810.2758620689656	5789.159090909091
chr1	720	740	1735.2987804878048	1830.4134615384614
chr1	740	760	3133.088105726872	1852.015873015873
chr1	760	780	2863.4210526315787	2891.25321888412
chr1	780	800	2031.4292929292928	2256.225
chr1	800	820	2443.0810810810813	1899.6374193548388
chr1	820	840	2472.176470588235	3361.125
chr1	840	860	4096.74025974026	2790.2796208530804
chr1	860	880	2617.0236966824646	2467.9624060150377
chr1	880	900	1110.2380952380952	3017.5
chr1	900	920	3061.2954545454545	3028.0588235294117
chr1	920	940	2756.186813186813	3209.1022727272725
